trace_idx,while_counter,1,a,b,x,y,u,v,run_id
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1
1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1
1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2
1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2
1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2
1.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,3
1.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,3
1.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,3
1.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,3
1.0,0.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,4
1.0,1.0,1.0,1.0,5.0,1.0,4.0,6.0,1.0,4
1.0,2.0,1.0,1.0,5.0,1.0,3.0,7.0,1.0,4
1.0,3.0,1.0,1.0,5.0,1.0,2.0,8.0,1.0,4
1.0,4.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,4
1.0,0.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,5
1.0,1.0,1.0,1.0,6.0,1.0,5.0,7.0,1.0,5
1.0,2.0,1.0,1.0,6.0,1.0,4.0,8.0,1.0,5
1.0,3.0,1.0,1.0,6.0,1.0,3.0,9.0,1.0,5
1.0,4.0,1.0,1.0,6.0,1.0,2.0,10.0,1.0,5
1.0,5.0,1.0,1.0,6.0,1.0,1.0,11.0,1.0,5
1.0,0.0,1.0,1.0,7.0,1.0,7.0,7.0,1.0,6
1.0,1.0,1.0,1.0,7.0,1.0,6.0,8.0,1.0,6
1.0,2.0,1.0,1.0,7.0,1.0,5.0,9.0,1.0,6
1.0,3.0,1.0,1.0,7.0,1.0,4.0,10.0,1.0,6
1.0,4.0,1.0,1.0,7.0,1.0,3.0,11.0,1.0,6
1.0,5.0,1.0,1.0,7.0,1.0,2.0,12.0,1.0,6
1.0,6.0,1.0,1.0,7.0,1.0,1.0,13.0,1.0,6
1.0,0.0,1.0,1.0,8.0,1.0,8.0,8.0,1.0,7
1.0,1.0,1.0,1.0,8.0,1.0,7.0,9.0,1.0,7
1.0,2.0,1.0,1.0,8.0,1.0,6.0,10.0,1.0,7
1.0,3.0,1.0,1.0,8.0,1.0,5.0,11.0,1.0,7
1.0,4.0,1.0,1.0,8.0,1.0,4.0,12.0,1.0,7
1.0,5.0,1.0,1.0,8.0,1.0,3.0,13.0,1.0,7
1.0,6.0,1.0,1.0,8.0,1.0,2.0,14.0,1.0,7
1.0,7.0,1.0,1.0,8.0,1.0,1.0,15.0,1.0,7
1.0,0.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,8
1.0,1.0,1.0,1.0,9.0,1.0,8.0,10.0,1.0,8
1.0,2.0,1.0,1.0,9.0,1.0,7.0,11.0,1.0,8
1.0,3.0,1.0,1.0,9.0,1.0,6.0,12.0,1.0,8
1.0,4.0,1.0,1.0,9.0,1.0,5.0,13.0,1.0,8
1.0,5.0,1.0,1.0,9.0,1.0,4.0,14.0,1.0,8
1.0,6.0,1.0,1.0,9.0,1.0,3.0,15.0,1.0,8
1.0,7.0,1.0,1.0,9.0,1.0,2.0,16.0,1.0,8
1.0,8.0,1.0,1.0,9.0,1.0,1.0,17.0,1.0,8
1.0,0.0,1.0,1.0,10.0,1.0,10.0,10.0,1.0,9
1.0,1.0,1.0,1.0,10.0,1.0,9.0,11.0,1.0,9
1.0,2.0,1.0,1.0,10.0,1.0,8.0,12.0,1.0,9
1.0,3.0,1.0,1.0,10.0,1.0,7.0,13.0,1.0,9
1.0,4.0,1.0,1.0,10.0,1.0,6.0,14.0,1.0,9
1.0,5.0,1.0,1.0,10.0,1.0,5.0,15.0,1.0,9
1.0,6.0,1.0,1.0,10.0,1.0,4.0,16.0,1.0,9
1.0,7.0,1.0,1.0,10.0,1.0,3.0,17.0,1.0,9
1.0,8.0,1.0,1.0,10.0,1.0,2.0,18.0,1.0,9
1.0,9.0,1.0,1.0,10.0,1.0,1.0,19.0,1.0,9
1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,10
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,10
1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,11
1.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,12
1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,12
1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,7.0,12
1.0,0.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,13
1.0,1.0,1.0,2.0,4.0,2.0,2.0,6.0,2.0,13
1.0,0.0,1.0,2.0,5.0,2.0,5.0,5.0,2.0,14
1.0,1.0,1.0,2.0,5.0,2.0,3.0,7.0,2.0,14
1.0,2.0,1.0,2.0,5.0,2.0,1.0,9.0,2.0,14
1.0,3.0,1.0,2.0,5.0,1.0,1.0,9.0,11.0,14
1.0,0.0,1.0,2.0,6.0,2.0,6.0,6.0,2.0,15
1.0,1.0,1.0,2.0,6.0,2.0,4.0,8.0,2.0,15
1.0,2.0,1.0,2.0,6.0,2.0,2.0,10.0,2.0,15
1.0,0.0,1.0,2.0,7.0,2.0,7.0,7.0,2.0,16
1.0,1.0,1.0,2.0,7.0,2.0,5.0,9.0,2.0,16
1.0,2.0,1.0,2.0,7.0,2.0,3.0,11.0,2.0,16
1.0,3.0,1.0,2.0,7.0,2.0,1.0,13.0,2.0,16
1.0,4.0,1.0,2.0,7.0,1.0,1.0,13.0,15.0,16
1.0,0.0,1.0,2.0,8.0,2.0,8.0,8.0,2.0,17
1.0,1.0,1.0,2.0,8.0,2.0,6.0,10.0,2.0,17
1.0,2.0,1.0,2.0,8.0,2.0,4.0,12.0,2.0,17
1.0,3.0,1.0,2.0,8.0,2.0,2.0,14.0,2.0,17
1.0,0.0,1.0,2.0,9.0,2.0,9.0,9.0,2.0,18
1.0,1.0,1.0,2.0,9.0,2.0,7.0,11.0,2.0,18
1.0,2.0,1.0,2.0,9.0,2.0,5.0,13.0,2.0,18
1.0,3.0,1.0,2.0,9.0,2.0,3.0,15.0,2.0,18
1.0,4.0,1.0,2.0,9.0,2.0,1.0,17.0,2.0,18
1.0,5.0,1.0,2.0,9.0,1.0,1.0,17.0,19.0,18
1.0,0.0,1.0,2.0,10.0,2.0,10.0,10.0,2.0,19
1.0,1.0,1.0,2.0,10.0,2.0,8.0,12.0,2.0,19
1.0,2.0,1.0,2.0,10.0,2.0,6.0,14.0,2.0,19
1.0,3.0,1.0,2.0,10.0,2.0,4.0,16.0,2.0,19
1.0,4.0,1.0,2.0,10.0,2.0,2.0,18.0,2.0,19
1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,20
1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,20
1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,20
1.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,21
1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,21
1.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,5.0,21
1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,22
1.0,0.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,23
1.0,1.0,1.0,3.0,4.0,3.0,1.0,7.0,3.0,23
1.0,2.0,1.0,3.0,4.0,2.0,1.0,7.0,10.0,23
1.0,3.0,1.0,3.0,4.0,1.0,1.0,7.0,17.0,23
1.0,0.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,24
1.0,1.0,1.0,3.0,5.0,3.0,2.0,8.0,3.0,24
1.0,2.0,1.0,3.0,5.0,1.0,2.0,8.0,11.0,24
1.0,3.0,1.0,3.0,5.0,1.0,1.0,19.0,11.0,24
1.0,0.0,1.0,3.0,6.0,3.0,6.0,6.0,3.0,25
1.0,1.0,1.0,3.0,6.0,3.0,3.0,9.0,3.0,25
1.0,0.0,1.0,3.0,7.0,3.0,7.0,7.0,3.0,26
1.0,1.0,1.0,3.0,7.0,3.0,4.0,10.0,3.0,26
1.0,2.0,1.0,3.0,7.0,3.0,1.0,13.0,3.0,26
1.0,3.0,1.0,3.0,7.0,2.0,1.0,13.0,16.0,26
1.0,4.0,1.0,3.0,7.0,1.0,1.0,13.0,29.0,26
1.0,0.0,1.0,3.0,8.0,3.0,8.0,8.0,3.0,27
1.0,1.0,1.0,3.0,8.0,3.0,5.0,11.0,3.0,27
1.0,2.0,1.0,3.0,8.0,3.0,2.0,14.0,3.0,27
1.0,3.0,1.0,3.0,8.0,1.0,2.0,14.0,17.0,27
1.0,4.0,1.0,3.0,8.0,1.0,1.0,31.0,17.0,27
1.0,0.0,1.0,3.0,9.0,3.0,9.0,9.0,3.0,28
1.0,1.0,1.0,3.0,9.0,3.0,6.0,12.0,3.0,28
1.0,2.0,1.0,3.0,9.0,3.0,3.0,15.0,3.0,28
1.0,0.0,1.0,3.0,10.0,3.0,10.0,10.0,3.0,29
1.0,1.0,1.0,3.0,10.0,3.0,7.0,13.0,3.0,29
1.0,2.0,1.0,3.0,10.0,3.0,4.0,16.0,3.0,29
1.0,3.0,1.0,3.0,10.0,3.0,1.0,19.0,3.0,29
1.0,4.0,1.0,3.0,10.0,2.0,1.0,19.0,22.0,29
1.0,5.0,1.0,3.0,10.0,1.0,1.0,19.0,41.0,29
1.0,0.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,30
1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,30
1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,6.0,30
1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,30
1.0,0.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,31
1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,31
1.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,32
1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,7.0,32
1.0,2.0,1.0,4.0,3.0,1.0,2.0,10.0,7.0,32
1.0,3.0,1.0,4.0,3.0,1.0,1.0,17.0,7.0,32
1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,33
1.0,0.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,34
1.0,1.0,1.0,4.0,5.0,4.0,1.0,9.0,4.0,34
1.0,2.0,1.0,4.0,5.0,3.0,1.0,9.0,13.0,34
1.0,3.0,1.0,4.0,5.0,2.0,1.0,9.0,22.0,34
1.0,4.0,1.0,4.0,5.0,1.0,1.0,9.0,31.0,34
1.0,0.0,1.0,4.0,6.0,4.0,6.0,6.0,4.0,35
1.0,1.0,1.0,4.0,6.0,4.0,2.0,10.0,4.0,35
1.0,2.0,1.0,4.0,6.0,2.0,2.0,10.0,14.0,35
1.0,0.0,1.0,4.0,7.0,4.0,7.0,7.0,4.0,36
1.0,1.0,1.0,4.0,7.0,4.0,3.0,11.0,4.0,36
1.0,2.0,1.0,4.0,7.0,1.0,3.0,11.0,15.0,36
1.0,3.0,1.0,4.0,7.0,1.0,2.0,26.0,15.0,36
1.0,4.0,1.0,4.0,7.0,1.0,1.0,41.0,15.0,36
1.0,0.0,1.0,4.0,8.0,4.0,8.0,8.0,4.0,37
1.0,1.0,1.0,4.0,8.0,4.0,4.0,12.0,4.0,37
1.0,0.0,1.0,4.0,9.0,4.0,9.0,9.0,4.0,38
1.0,1.0,1.0,4.0,9.0,4.0,5.0,13.0,4.0,38
1.0,2.0,1.0,4.0,9.0,4.0,1.0,17.0,4.0,38
1.0,3.0,1.0,4.0,9.0,3.0,1.0,17.0,21.0,38
1.0,4.0,1.0,4.0,9.0,2.0,1.0,17.0,38.0,38
1.0,5.0,1.0,4.0,9.0,1.0,1.0,17.0,55.0,38
1.0,0.0,1.0,4.0,10.0,4.0,10.0,10.0,4.0,39
1.0,1.0,1.0,4.0,10.0,4.0,6.0,14.0,4.0,39
1.0,2.0,1.0,4.0,10.0,4.0,2.0,18.0,4.0,39
1.0,3.0,1.0,4.0,10.0,2.0,2.0,18.0,22.0,39
1.0,0.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,40
1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,6.0,40
1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,7.0,40
1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,8.0,40
1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,9.0,40
1.0,0.0,1.0,5.0,2.0,5.0,2.0,2.0,5.0,41
1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,7.0,41
1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,9.0,41
1.0,3.0,1.0,5.0,2.0,1.0,1.0,11.0,9.0,41
1.0,0.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,42
1.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,8.0,42
1.0,2.0,1.0,5.0,3.0,2.0,1.0,11.0,8.0,42
1.0,3.0,1.0,5.0,3.0,1.0,1.0,11.0,19.0,42
1.0,0.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,43
1.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,9.0,43
1.0,2.0,1.0,5.0,4.0,1.0,3.0,13.0,9.0,43
1.0,3.0,1.0,5.0,4.0,1.0,2.0,22.0,9.0,43
1.0,4.0,1.0,5.0,4.0,1.0,1.0,31.0,9.0,43
1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,44
1.0,0.0,1.0,5.0,6.0,5.0,6.0,6.0,5.0,45
1.0,1.0,1.0,5.0,6.0,5.0,1.0,11.0,5.0,45
1.0,2.0,1.0,5.0,6.0,4.0,1.0,11.0,16.0,45
1.0,3.0,1.0,5.0,6.0,3.0,1.0,11.0,27.0,45
1.0,4.0,1.0,5.0,6.0,2.0,1.0,11.0,38.0,45
1.0,5.0,1.0,5.0,6.0,1.0,1.0,11.0,49.0,45
1.0,0.0,1.0,5.0,7.0,5.0,7.0,7.0,5.0,46
1.0,1.0,1.0,5.0,7.0,5.0,2.0,12.0,5.0,46
1.0,2.0,1.0,5.0,7.0,3.0,2.0,12.0,17.0,46
1.0,3.0,1.0,5.0,7.0,1.0,2.0,12.0,29.0,46
1.0,4.0,1.0,5.0,7.0,1.0,1.0,41.0,29.0,46
1.0,0.0,1.0,5.0,8.0,5.0,8.0,8.0,5.0,47
1.0,1.0,1.0,5.0,8.0,5.0,3.0,13.0,5.0,47
1.0,2.0,1.0,5.0,8.0,2.0,3.0,13.0,18.0,47
1.0,3.0,1.0,5.0,8.0,2.0,1.0,31.0,18.0,47
1.0,4.0,1.0,5.0,8.0,1.0,1.0,31.0,49.0,47
1.0,0.0,1.0,5.0,9.0,5.0,9.0,9.0,5.0,48
1.0,1.0,1.0,5.0,9.0,5.0,4.0,14.0,5.0,48
1.0,2.0,1.0,5.0,9.0,1.0,4.0,14.0,19.0,48
1.0,3.0,1.0,5.0,9.0,1.0,3.0,33.0,19.0,48
1.0,4.0,1.0,5.0,9.0,1.0,2.0,52.0,19.0,48
1.0,5.0,1.0,5.0,9.0,1.0,1.0,71.0,19.0,48
1.0,0.0,1.0,5.0,10.0,5.0,10.0,10.0,5.0,49
1.0,1.0,1.0,5.0,10.0,5.0,5.0,15.0,5.0,49
1.0,0.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,50
1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,7.0,50
1.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0,8.0,50
1.0,3.0,1.0,6.0,1.0,3.0,1.0,1.0,9.0,50
